id	related_id	class	type/scale	name	relevance	text	help	language	validation	mandatory	other	default	same_default	allowed_filetypes	alphasort	answer_width	answer_width_bycolumn	array_filter	array_filter_exclude	array_filter_style	assessment_value	category_separator	choice_input_columns	choice_title	code_filter	commented_checkbox	commented_checkbox_auto	cssclass	date_format	date_max	date_min	display_columns	display_rows	display_type	dropdown_dates	dropdown_dates_minute_step	dropdown_dates_month_style	dropdown_prefix	dropdown_prepostfix	dropdown_separators	dropdown_size	dualscale_headerA	dualscale_headerB	em_validation_q	em_validation_q_tip	em_validation_sq	em_validation_sq_tip	equals_num_value	equation	exclude_all_others	exclude_all_others_auto	hidden	hide_tip	input_boxes	input_size	label_input_columns	location_city	location_country	location_defaultcoordinates	location_mapheight	location_mapservice	location_mapwidth	location_mapzoom	location_nodefaultfromip	location_postal	location_state	max_answers	max_filesize	max_num_of_files	max_num_value	max_num_value_n	max_subquestions	maximum_chars	min_answers	min_num_of_files	min_num_value	min_num_value_n	multiflexible_checkbox	multiflexible_max	multiflexible_min	multiflexible_step	num_value_int_only	numbers_only	other_comment_mandatory	other_numbers_only	other_replace_text	page_break	parent_order	prefix	printable_help	public_statistics	question_template	random_group	random_order	rank_title	repeat_headings	reverse	samechoiceheight	samelistheight	scale_export	show_comment	show_grand_total	show_title	show_totals	showpopups	slider_accuracy	slider_custom_handle	slider_default	slider_default_set	slider_handle	slider_layout	slider_max	slider_middlestart	slider_min	slider_orientation	slider_rating	slider_reset	slider_reversed	slider_separator	slider_showminmax	statistics_graphtype	statistics_showgraph	statistics_showmap	suffix	text_input_columns	text_input_width	time_limit	time_limit_action	time_limit_countdown_message	time_limit_disable_next	time_limit_disable_prev	time_limit_message	time_limit_message_delay	time_limit_message_style	time_limit_timer_style	time_limit_warning	time_limit_warning_2	time_limit_warning_2_display_time	time_limit_warning_2_message	time_limit_warning_2_style	time_limit_warning_display_time	time_limit_warning_message	time_limit_warning_style	use_dropdown	value_range_allows_missing
35302		A	0	A		"Não se aplica porque há lei e/ou norma, externa à organização, que impede a implementação desta prática."		pt-BR													0																																																																																																																												
35302		A	0	B		"Não se aplica porque há estudos que demonstram que o custo de implementar este controle é maior que o benefício que seria obtido dessa implementação."		pt-BR													0																																																																																																																												
35302		A	0	C		"Não se aplica por outras razões."		pt-BR													0																																																																																																																												
35303		Q	S	q2152lei	"((431594X1731X35302.NAOK == ""A""))"	"<strong>Indique que leis e/ou normas são essas:</strong>"		pt-BR		Y	N		0																																																																																																																																				
14179	35302	C	1	431594X1731X35302	'==																																																																																																																																												
35304		Q	S	q2152est	"((431594X1731X35302.NAOK == ""B""))"	"<strong>Identifique esses estudos:</strong>"		pt-BR		Y	N		0																																																																																																																																				
14180	35302	C	1	431594X1731X35302	'==																																																																																																																																												
35305		Q	S	q2152raz	"((431594X1731X35302.NAOK == ""C""))"	"<strong>Explique que razões são essas:</strong>"		pt-BR		Y	N		0																																																																																																																																				
14181	35302	C	1	431594X1731X35302	'==																																																																																																																																												
35306		Q	M	q2152ext	"((431594X1731X35300.NAOK == ""admai"" or 431594X1731X35300.NAOK == ""adpar""))"	"<p><strong>Visando explicitar melhor o grau de adoção do controle, marque abaixo uma ou mais opções que majoritariamente caracterizam sua organização:</strong></p>"		pt-BR		Y	N		0																																								1																																																																																												
14389	35300	C	1	431594X1731X35300	'==																																																																																																																																												
14390	35300	C	1	431594X1731X35300	'==																																																																																																																																												
35560		SQ		A	1	"a) o comitê de segurança da informação realiza as atividades previstas em seu ato constitutivo"		pt-BR		N	N		0																																																																																																																																				
35561		SQ		B	1	" b) o comitê formula diretrizes para a segurança da informação"		pt-BR		N	N		0																																																																																																																																				
35562		SQ		C	1	"c) o comitê propõe a elaboração e a revisão de normas e de procedimentos inerentes à segurança da informação"		pt-BR		N	N		0																																																																																																																																				
35563		SQ		D	1	"d) o comitê é composto por representantes de áreas relevantes da organização"		pt-BR		N	N		0																																																																																																																																				
1732		G	27					pt-BR																																																																																																																																									
35307		Q	L	q2153	1	"<p><b>2153. </b><strong>A organização possui um gestor institucional de segurança da informação.</strong></p>"	"Para esclarecimentos nesta questão, consulte, no glossário, os seguintes verbetes: Alta Administração; Competências; Gestão de riscos; Gestor institucional de segurança da informação; Informação; Partes interessadas; Risco de Segurança da Informação; Segurança da Informação."	pt-BR		Y	N		0																																																																																																																																				
35307		A	0	naoad		"Não adota"		pt-BR													0																																																																																																																												
35307		A	0	adfor		"Há decisão formal ou plano aprovado para adotá-lo"		pt-BR													0																																																																																																																												
35307		A	0	admen		"Adota em menor parte."		pt-BR													0																																																																																																																												
35307		A	0	adpar		"Adota parcialmente."		pt-BR													0																																																																																																																												
35307		A	0	admai		" Adota em maior parte ou totalmente."		pt-BR													0																																																																																																																												
35307		A	0	naoap		"Não se aplica."		pt-BR													0																																																																																																																												
35308		Q	S	q2153evi	"((431594X1732X35307.NAOK == ""admai"" or 431594X1732X35307.NAOK == ""adpar""))"	"<strong>Indique quais as evidências dessa adoção:</strong>"		pt-BR		Y	N		0																																																																																																																																				
14182	35307	C	1	431594X1732X35307	'==																																																																																																																																												
14392	35307	C	1	431594X1732X35307	'==																																																																																																																																												
35309		Q	L	q2153nsa	"((431594X1732X35307.NAOK == ""naoap""))"	"Justifique a não aplicabilidade do item:"		pt-BR		Y	N		0																																																																																																																																				
14186	35307	C	1	431594X1732X35307	'==																																																																																																																																												
35309		A	0	A		"Não se aplica porque há lei e/ou norma, externa à organização, que impede a implementação desta prática."		pt-BR													0																																																																																																																												
35309		A	0	B		"Não se aplica porque há estudos que demonstram que o custo de implementar este controle é maior que o benefício que seria obtido dessa implementação."		pt-BR													0																																																																																																																												
35309		A	0	C		"Não se aplica por outras razões."		pt-BR													0																																																																																																																												
35311		Q	S	q2153est	"((431594X1732X35309.NAOK == ""B""))"	"<strong>Identifique esses estudos:</strong>"		pt-BR		Y	N		0																																																																																																																																				
14184	35309	C	1	431594X1732X35309	'==																																																																																																																																												
35310		Q	S	q2153lei	"((431594X1732X35309.NAOK == ""A""))"	"<strong>Indique que leis e/ou normas são essas:</strong>"		pt-BR		Y	N		0																																																																																																																																				
14183	35309	C	1	431594X1732X35309	'==																																																																																																																																												
35312		Q	S	q2153raz	"((431594X1732X35309.NAOK == ""C""))"	"<strong>Explique que razões são essas:</strong>"		pt-BR		Y	N		0																																																																																																																																				
14185	35309	C	1	431594X1732X35309	'==																																																																																																																																												
35313		Q	M	q2153ext	"((431594X1732X35307.NAOK == ""admai"" or 431594X1732X35307.NAOK == ""adpar""))"	"<p><strong>Visando explicitar melhor o grau de adoção do controle, marque abaixo uma ou mais opções que majoritariamente caracterizam sua organização:</strong></p>"		pt-BR		Y	N		0																																								1																																																																																												
14443	35307	C	1	431594X1732X35307	'==																																																																																																																																												
14444	35307	C	1	431594X1732X35307	'==																																																																																																																																												
35564		SQ		A	1	"a) o gestor institucional de segurança da informação foi designado formalmente pela alta administração"		pt-BR		N	N		0																																																																																																																																				
35565		SQ		B	1	"b) o gestor institucional de segurança da informação reporta-se diretamente à alta administração"		pt-BR		N	N		0																																																																																																																																				
35566		SQ		C	1	"c) o gestor institucional de segurança da informação coordena o processo de gestão de riscos de segurança da informação em âmbito institucional"		pt-BR		N	N		0																																																																																																																																				
35715		SQ		D	1	"d) o gestor institucional de segurança da informação coordena ações de segurança da informação em âmbito institucional"		pt-BR		N	N		0																																																																																																																																				
35716		SQ		E	1	"e) o gestor institucional de segurança da informação fomenta e coordena ações periódicas de conscientização e de treinamento em segurança da informação para todas as partes interessadas, incluindo autoridades, servidores e colaboradores"		pt-BR		N	N		0																																																																																																																																				
35717		SQ		F	1	" f) o gestor institucional de segurança da informação detém as prerrogativas e os recursos necessários para o desempenho de todas as suas competências"		pt-BR		N	N		0																																																																																																																																				
1776		G	28					pt-BR																																																																																																																																									
35965		Q	L	q2154	1	"<p><b>2154. </b><strong>A organização possui um responsável pelo tratamento e resposta a incidentes.</strong></p>"	"Para esclarecimentos nesta questão, consulte, no glossário, os seguintes verbetes: Alta Administração; Competências; Gestão de riscos; Responsável pelo tratamento e resposta a incidentes; Informação; Partes interessadas; Risco de Segurança da Informação; Segurança da Informação."	pt-BR		Y	N		0																																																																																																																																				
35965		A	0	naoad		"Não adota"		pt-BR													0																																																																																																																												
35965		A	0	adfor		"Há decisão formal ou plano aprovado para adotá-lo"		pt-BR													0																																																																																																																												
35965		A	0	admen		"Adota em menor parte."		pt-BR													0																																																																																																																												
35965		A	0	adpar		"Adota parcialmente."		pt-BR													0																																																																																																																												
35965		A	0	admai		" Adota em maior parte ou totalmente."		pt-BR													0																																																																																																																												
35965		A	0	naoap		"Não se aplica."		pt-BR													0																																																																																																																												
35966		Q	S	q2154evi	"((431594X1776X35965.NAOK == ""admai"" or 431594X1776X35965.NAOK == ""adpar""))"	"<strong>Indique quais as evidências dessa adoção:</strong>"		pt-BR		Y	N		0																																																																																																																																				
14503	35965	C	1	431594X1776X35965	'==																																																																																																																																												
14508	35965	C	1	431594X1776X35965	'==																																																																																																																																												
35967		Q	L	q2154nsa	"((431594X1776X35965.NAOK == ""naoap""))"	"Justifique a não aplicabilidade do item:"		pt-BR		Y	N		0																																																																																																																																				
14507	35965	C	1	431594X1776X35965	'==																																																																																																																																												
35967		A	0	A		"Não se aplica porque há lei e/ou norma, externa à organização, que impede a implementação desta prática."		pt-BR													0																																																																																																																												
35967		A	0	B		"Não se aplica porque há estudos que demonstram que o custo de implementar este controle é maior que o benefício que seria obtido dessa implementação."		pt-BR													0																																																																																																																												
35967		A	0	C		"Não se aplica por outras razões."		pt-BR													0																																																																																																																												
35968		Q	S	q2154est	"((431594X1776X35967.NAOK == ""B""))"	"<strong>Identifique esses estudos:</strong>"		pt-BR		Y	N		0																																																																																																																																				
14505	35967	C	1	431594X1776X35967	'==																																																																																																																																												
35969		Q	S	q2154lei	"((431594X1776X35967.NAOK == ""A""))"	"<strong>Indique que leis e/ou normas são essas:</strong>"		pt-BR		Y	N		0																																																																																																																																				
14504	35967	C	1	431594X1776X35967	'==																																																																																																																																												
35970		Q	S	q2154raz	"((431594X1776X35967.NAOK == ""C""))"	"<strong>Explique que razões são essas:</strong>"		pt-BR		Y	N		0																																																																																																																																				
14506	35967	C	1	431594X1776X35967	'==																																																																																																																																												
35971		Q	M	q2154ext	"((431594X1776X35965.NAOK == ""admai"" or 431594X1776X35965.NAOK == ""adpar""))"	"<p><strong>Visando explicitar melhor o grau de adoção do controle, marque abaixo uma ou mais opções que majoritariamente caracterizam sua organização:</strong></p>"		pt-BR		Y	N		0																																								1																																																																																												
14509	35965	C	1	431594X1776X35965	'==																																																																																																																																												
14510	35965	C	1	431594X1776X35965	'==																																																																																																																																												
35972		SQ		A	1	"a) o responsável pelo tratamento e resposta a incidentes foi designado formalmente pela alta administração"		pt-BR		N	N		0																																																																																																																																				
35973		SQ		B	1	"b) o responsável pelo tratamento e resposta a incidentes monitora os recursos de TIC, detecta e realiza as análises dos incidentes de segurança da informação"		pt-BR		N	N		0																																																																																																																																				
35974		SQ		C	1	"c) o responsável pelo tratamento e resposta a incidentes identifica as vulnerabilidades de segurança da informação da organização"		pt-BR		N	N		0																																																																																																																																				
35975		SQ		D	1	"d) o responsável pelo tratamento e resposta a incidentes recebe e propõe respostas a notificações relacionadas a incidentes de segurança da informação"		pt-BR		N	N		0																																																																																																																																				
35976		SQ		E	1	"e) o responsável pelo tratamento e resposta a incidentes coordena e executa atividades de tratamento e resposta a eventos de segurança da informação"		pt-BR		N	N		0																																																																																																																																				
1733		G	29			"<p style=""font-size:14pt;""><strong>2160. Estabelecer processos e atividades para a gestão da segurança da informação</strong></p>"		pt-BR																																																																																																																																									
35314		Q	L	q2161	1	"<p><b>2161.</b><strong> A organização executa processo de gestão de riscos de segurança da informação</strong><strong>.</strong></p>"	"Para esclarecimentos nesta questão, consulte, no glossário, os seguintes verbetes: Avaliação de riscos; Gestão de riscos; Gestão do desempenho; Gestor; Identificação de riscos; Informação; Risco de Segurança da Informação; Segurança da Informação; Serviço de TI; Tratamento de risco."	pt-BR		Y	N		0																																																																																																																																				
35314		A	0	naoad		"Não adota"		pt-BR													0																																																																																																																												
35314		A	0	adfor		"Há decisão formal ou plano aprovado para adotá-lo"		pt-BR													0																																																																																																																												
35314		A	0	admen		"Adota em menor parte"		pt-BR													0																																																																																																																												
35314		A	0	adpar		"Adota parcialmente"		pt-BR													0																																																																																																																												
35314		A	0	admai		"Adota em maior parte ou totalmente"		pt-BR													0																																																																																																																												
35314		A	0	naoap		"Não se aplica."		pt-BR													0																																																																																																																												
35315		Q	S	q2161evi	"((431594X1733X35314.NAOK == ""admai"" or 431594X1733X35314.NAOK == ""adpar""))"	"<strong>Indique quais as evidências dessa adoção:</strong>"		pt-BR		Y	N		0																																																																																																																																				
14187	35314	C	1	431594X1733X35314	'==																																																																																																																																												
14188	35314	C	1	431594X1733X35314	'==																																																																																																																																												
35316		Q	L	q2161nsa	"((431594X1733X35314.NAOK == ""naoap""))"	"Justifique a não aplicabilidade do item:"		pt-BR		Y	N		0																																																																																																																																				
14189	35314	C	1	431594X1733X35314	'==																																																																																																																																												
35316		A	0	A		"Não se aplica porque há lei e/ou norma, externa à organização, que impede a implementação desta prática."		pt-BR													0																																																																																																																												
35316		A	0	B		"Não se aplica porque há estudos que demonstram que o custo de implementar este controle é maior que o benefício que seria obtido dessa implementação."		pt-BR													0																																																																																																																												
35316		A	0	C		"Não se aplica por outras razões."		pt-BR													0																																																																																																																												
35317		Q	S	q2161lei	"((431594X1733X35316.NAOK == ""A""))"	"<strong>Indique que leis e/ou normas são essas:</strong>"		pt-BR		Y	N		0																																																																																																																																				
14190	35316	C	1	431594X1733X35316	'==																																																																																																																																												
35319		Q	S	q2161est	"((431594X1733X35316.NAOK == ""B""))"	"<strong>Identifique esses estudos:</strong>"		pt-BR		Y	N		0																																																																																																																																				
14191	35316	C	1	431594X1733X35316	'==																																																																																																																																												
35318		Q	S	q2161raz	"((431594X1733X35316.NAOK == ""C""))"	"<strong>Explique que razões são essas:</strong>"		pt-BR		Y	N		0																																																																																																																																				
14192	35316	C	1	431594X1733X35316	'==																																																																																																																																												
35320		Q	M	q2161ext	"((431594X1733X35314.NAOK == ""admai"" or 431594X1733X35314.NAOK == ""adpar""))"	"<p>Visando explicitar melhor o grau de adoção do controle, marque abaixo uma ou mais opções que majoritariamente caracterizam sua organização:</p>"		pt-BR		Y	N		0																																								1																																																																																												
14395	35314	C	1	431594X1733X35314	'==																																																																																																																																												
14396	35314	C	1	431594X1733X35314	'==																																																																																																																																												
35723		SQ		A	1	"a) a organização identifica e avalia riscos de segurança da informação"		pt-BR		N	N		0																																																																																																																																				
35724		SQ		B	1	"b) a organização trata riscos de segurança da informação com base em um plano de tratamento de riscos"		pt-BR		N	N		0																																																																																																																																				
35725		SQ		C	1	"c) a organização possui um gestor formalmente responsável por coordenar a gestão de riscos de segurança da informação"		pt-BR		N	N		0																																																																																																																																				
35726		SQ		D	1	"d) o processo de gestão de riscos de segurança da informação está formalizado (a organização instituiu norma interna, guia ou instrumento similar com orientações quanto à execução do processo e definição de responsabilidades)"		pt-BR		N	N		0																																																																																																																																				
35727		SQ		E	1	"e) a organização avalia periodicamente o desempenho e a conformidade do processo de gestão de riscos de segurança da informação e promove eventuais ajustes necessários"		pt-BR		N	N		0																																																																																																																																				
1734		G	30					pt-BR																																																																																																																																									
35321		Q	L	q2162	1	"<p><b>2162.</b><strong> A organização executa processo de controle de acesso à informação e aos ativos associados à informação.</strong></p>"	"Para esclarecimentos nesta questão, consulte, no glossário, os seguintes verbetes: Ativos associados à informação; Certificado digital; Controle; Diretriz; Gestão do desempenho; Informação; Política; Serviço de TI."	pt-BR		Y	N		0																																																																																																																																				
35321		A	0	naoad		"Não adota"		pt-BR													0																																																																																																																												
35321		A	0	adfor		"Há decisão formal ou plano aprovado para adotá-lo"		pt-BR													0																																																																																																																												
35321		A	0	admen		"Adota em menor parte"		pt-BR													0																																																																																																																												
35321		A	0	adpar		"Adota parcialmente"		pt-BR													0																																																																																																																												
35321		A	0	admai		"Adota em maior parte ou totalmente"		pt-BR													0																																																																																																																												
35321		A	0	naoap		"Não se aplica."		pt-BR													0																																																																																																																												
35322		Q	S	q2162evi	"((431594X1734X35321.NAOK == ""admai"" or 431594X1734X35321.NAOK == ""adpar""))"	"<strong>Indique quais as evidências dessa adoção:</strong>"		pt-BR		Y	N		0																																																																																																																																				
14193	35321	C	1	431594X1734X35321	'==																																																																																																																																												
14194	35321	C	1	431594X1734X35321	'==																																																																																																																																												
35323		Q	L	q2162nsa	"((431594X1734X35321.NAOK == ""naoap""))"	"<strong>Justifique a não aplicabilidade do item:</strong>"		pt-BR		Y	N		0																																																																																																																																				
14195	35321	C	1	431594X1734X35321	'==																																																																																																																																												
35323		A	0	A		"Não se aplica porque há lei e/ou norma, externa à organização, que impede a implementação desta prática."		pt-BR													0																																																																																																																												
35323		A	0	B		"Não se aplica porque há estudos que demonstram que o custo de implementar este controle é maior que o benefício que seria obtido dessa implementação."		pt-BR													0																																																																																																																												
35323		A	0	C		"Não se aplica por outras razões."		pt-BR													0																																																																																																																												
35324		Q	S	q2162lei	"((431594X1734X35323.NAOK == ""A""))"	"<strong>Indique que leis e/ou normas são essas:</strong>"		pt-BR		Y	N		0																																																																																																																																				
14196	35323	C	1	431594X1734X35323	'==																																																																																																																																												
35325		Q	S	q2162est	"((431594X1734X35323.NAOK == ""B""))"	"<strong>Identifique esses estudos:</strong>"		pt-BR		Y	N		0																																																																																																																																				
14197	35323	C	1	431594X1734X35323	'==																																																																																																																																												
35326		Q	S	q2162raz	"((431594X1734X35323.NAOK == ""C""))"	"<strong>Explique que razões são essas:</strong>"		pt-BR		Y	N		0																																																																																																																																				
14198	35323	C	1	431594X1734X35323	'==																																																																																																																																												
35486		Q	M	q2162ext	"((431594X1734X35321.NAOK == ""admai"" or 431594X1734X35321.NAOK == ""adpar""))"	"<p><strong>Visando explicitar melhor o grau de adoção do controle, marque abaixo uma ou mais opções que majoritariamente caracterizam sua organização:</strong></p>"		pt-BR		Y	N		0																																								1																																																																																												
14397	35321	C	1	431594X1734X35321	'==																																																																																																																																												
14398	35321	C	1	431594X1734X35321	'==																																																																																																																																												
35728		SQ		A	1	"a) a organização implementa controles de acesso físicos e lógicos à informação e aos ativos associados à informação que são por ela gerenciados ou custodiados, com vistas a proteger adequadamente a confidencialidade das informações não públicas e a integridade e a disponibilidade das informações consideradas críticas para o negócio"		pt-BR		N	N		0																																																																																																																																				
35729		SQ		B	1	"b) os controles de acesso implementados na organização aplicam o princípio “necessidade de conhecer”, o qual prescreve que deve haver necessidade legítima que justifique o acesso à informação por pessoa, sistema ou entidade, bem como o princípio “privilégio mínimo”, o qual estabelece que o perfil de acesso concedido deve incluir tão somente os poderes necessários para o atendimento das legítimas necessidades"		pt-BR		N	N		0																																																																																																																																				
35730		SQ		C	1	"c) há controles de acesso lógicos na organização que utilizam autenticação com certificado digital ICP-Brasil, a fim de prover identificação inequívoca de pessoas físicas e jurídicas e comprovação de autoria em transações digitais"		pt-BR		N	N		0																																																																																																																																				
35731		SQ		D	1	"d) a organização analisa criticamente, a intervalos regulares, os direitos de acesso lógicos e físicos existentes, com vistas à remoção de direitos que deixaram de ser necessários e para assegurar que privilégios indevidos não foram obtidos"		pt-BR		N	N		0																																																																																																																																				
35732		SQ		E	1	"e) a organização instituiu uma Política de Controle de Acesso (PCA), a qual estabelece princípios, objetivos, diretrizes, principais atividades e responsabilidades relativos ao processo de controle de acesso"		pt-BR		N	N		0																																																																																																																																				
35733		SQ		F	1	"f) a organização avalia periodicamente o desempenho e a conformidade do processo de controle de acesso e promove eventuais ajustes necessários"		pt-BR		N	N		0																																																																																																																																				
1735		G	31					pt-BR																																																																																																																																									
35327		Q	L	q2163	1	"<p><b>2163.</b><strong> A organização executa processo de gestão de ativos associados à informação</strong></p>"	"Para esclarecimentos nesta questão, consulte, no glossário, os seguintes verbetes: Ativos associados à informação; Gestão do desempenho; Informação; Processo de gestão de ativos."	pt-BR		Y	N		0																																																																																																																																				
35327		A	0	naoad		"Não adota"		pt-BR													0																																																																																																																												
35327		A	0	adfor		"Há decisão formal ou plano aprovado para adotá-lo"		pt-BR													0																																																																																																																												
35327		A	0	admen		"Adota em menor parte"		pt-BR													0																																																																																																																												
35327		A	0	ad		"Adota parcialmente"		pt-BR													0																																																																																																																												
35327		A	0	admai		"Adota em maior parte ou totalmente"		pt-BR													0																																																																																																																												
35327		A	0	naoap		"Não se aplica."		pt-BR													0																																																																																																																												
35328		Q	S	q2163evi	"((431594X1735X35327.NAOK == ""ad"" or 431594X1735X35327.NAOK == ""admai""))"	"<strong>Indique quais as evidências dessa adoção:</strong>"		pt-BR		Y	N		0																																																																																																																																				
14199	35327	C	1	431594X1735X35327	'==																																																																																																																																												
14200	35327	C	1	431594X1735X35327	'==																																																																																																																																												
35329		Q	L	q2163nsa	"((431594X1735X35327.NAOK == ""naoap""))"	"<strong>Justifique a não aplicabilidade do item:</strong>"		pt-BR		Y	N		0																																																																																																																																				
14201	35327	C	1	431594X1735X35327	'==																																																																																																																																												
35329		A	0	A		"Não se aplica porque há lei e/ou norma, externa à organização, que impede a implementação desta prática."		pt-BR													0																																																																																																																												
35329		A	0	B		"Não se aplica porque há estudos que demonstram que o custo de implementar este controle é maior que o benefício que seria obtido dessa implementação."		pt-BR													0																																																																																																																												
35329		A	0	C		"Não se aplica por outras razões."		pt-BR													0																																																																																																																												
35330		Q	S	q2163lei	"((431594X1735X35329.NAOK == ""A""))"	"<strong>Indique que leis e/ou normas são essas:</strong>"		pt-BR		Y	N		0																																																																																																																																				
14202	35329	C	1	431594X1735X35329	'==																																																																																																																																												
35332		Q	S	q2163raz	"((431594X1735X35329.NAOK == ""C""))"	"<strong>Explique que razões são essas:</strong>"		pt-BR		Y	N		0																																																																																																																																				
14204	35329	C	1	431594X1735X35329	'==																																																																																																																																												
35331		Q	S	q2163est	"((431594X1735X35329.NAOK == ""B""))"	"<strong>Identifique esses estudos:</strong>"		pt-BR		Y	N		0																																																																																																																																				
14203	35329	C	1	431594X1735X35329	'==																																																																																																																																												
35487		Q	M	q2163ext	"((431594X1735X35327.NAOK == ""ad"" or 431594X1735X35327.NAOK == ""admai""))"	"<p><strong>Visando explicitar melhor o grau de adoção do controle, marque abaixo uma ou mais opções que majoritariamente caracterizam sua organização:</strong></p>"		pt-BR		Y	N		0																																								1																																																																																												
14399	35327	C	1	431594X1735X35327	'==																																																																																																																																												
14400	35327	C	1	431594X1735X35327	'==																																																																																																																																												
35734		SQ		A	1	"a) a organização mantém um inventário dos ativos associados à informação"		pt-BR		N	N		0																																																																																																																																				
35735		SQ		B	1	"b) a organização definiu responsabilidades pelos ativos associados à informação"		pt-BR		N	N		0																																																																																																																																				
35736		SQ		C	1	"c) o inventário identifica as informações críticas que os ativos armazenam, processam ou transmitem"		pt-BR		N	N		0																																																																																																																																				
35737		SQ		D	1	"d) o processo de gestão de ativos associados à informação subsidia a implantação de controles e ações com vistas a assegurar a adequada proteção dos ativos e das informações que armazenam, processam ou transmitem"		pt-BR		N	N		0																																																																																																																																				
35738		SQ		E	1	"e) o processo de gestão de ativos associados à informação subsidia a implantação de ações mitigatórias aplicáveis no caso de ocorrência de evento catastrófico que inviabilize a utilização de ativos"		pt-BR		N	N		0																																																																																																																																				
35739		SQ		F	1	"f) o processo de gestão de ativos associados à informação está formalizado (a organização instituiu norma interna, guia ou instrumento similar com orientações quanto à execução do processo e definição de responsabilidades)"		pt-BR		N	N		0																																																																																																																																				
35740		SQ		G	1	"g) a organização avalia periodicamente o desempenho e a conformidade do processo de gestão de ativos associados à informação e promove eventuais ajustes necessários"		pt-BR		N	N		0																																																																																																																																				
1736		G	32					pt-BR																																																																																																																																									
35333		Q	L	q2164	1	"<p><b>2164.</b><strong> A organização executa processo para classificação e tratamento de informações.</strong></p>"	"Para esclarecimentos nesta questão, consulte, no glossário, os seguintes verbetes: Gestão do desempenho; Informação; Processo para classificação e tratamento de informações."	pt-BR		Y	N		0																																																																																																																																				
35333		A	0	naoad		"Não adota"		pt-BR													0																																																																																																																												
35333		A	0	adfor		"Há decisão formal ou plano aprovado para adotá-lo"		pt-BR													0																																																																																																																												
35333		A	0	admen		"Adota em menor parte"		pt-BR													0																																																																																																																												
35333		A	0	adpar		"Adota parcialmente"		pt-BR													0																																																																																																																												
35333		A	0	admai		"Adota em maior parte ou totalmente"		pt-BR													0																																																																																																																												
35333		A	0	naoap		"Não se aplica."		pt-BR													0																																																																																																																												
35334		Q	S	q2164evi	"((431594X1736X35333.NAOK == ""admai"" or 431594X1736X35333.NAOK == ""adpar""))"	"<strong>Indique quais as evidências dessa adoção:</strong>"		pt-BR		Y	N		0																																																																																																																																				
